,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,1580201192,Oryx beisa,-3.5545410000000004,37.754517,POINT (37.754517 -3.554541),1,4.3080072,147.0,42.0,1739.02,66.94,-0.67,4.75,114.5,100998.0,100998.0,257.0,184.0,12.0,116.81,129.28,2336.11,169.53,139.76,603.5,166.0,58.0,0.009515751,234.0,252.0,210.0,575.0,127.0,6.0,79.0,281.0,22.0,171.0,24.0,118.0,69.0,1657.0,324.0,155.0,169.0,241.0,212.0
1,1,1580505054,Oryx beisa,-3.776701,38.660894,POINT (38.660894 -3.776701),1,0.02714357,137.0,30.0,1620.7,56.75,-0.57,4.55,155.39,100242.0,100242.0,254.0,197.0,12.0,120.92,111.2,1961.35,157.19,145.52,601.5,105.0,52.0,0.023879612,232.0,250.0,211.0,701.0,121.0,13.0,64.0,282.0,56.0,173.0,60.0,104.0,68.0,1536.0,312.0,160.0,152.0,236.0,211.0
2,2,1562869232,Oryx beisa,-2.718458,35.90555999999999,POINT (35.90555999999999 -2.718458),1,0.7674645,123.0,26.0,1642.0,67.11,-0.67,4.15,114.45,92898.0,92898.0,243.0,171.0,12.0,116.22,127.09,1869.46,156.07,147.8,546.5,278.0,62.0,0.09322293,215.0,228.0,195.0,540.0,122.0,2.0,82.0,270.0,8.0,207.0,12.0,116.0,72.0,1309.0,297.0,137.0,160.0,228.0,198.0
3,3,1703140067,Oryx beisa,-3.371734,38.961151,POINT (38.961151 -3.371734),1,1.3000482,113.0,33.0,1662.54,61.5,-0.62,4.35,147.84,107964.0,107964.0,272.0,216.0,12.0,125.3,115.82,1835.63,152.91,148.05,656.5,72.0,75.0,0.0029418299,250.0,266.0,230.0,640.0,117.0,15.0,61.0,264.0,52.0,199.0,68.0,100.0,68.0,1411.0,326.0,181.0,145.0,254.0,231.0
4,4,1339207973,Oryx beisa,-2.977327,38.831177,POINT (38.831177 -2.977327),1,1.5484583,132.0,25.0,1735.74,63.7,-0.52,4.35,185.42,109692.0,109692.0,279.0,216.0,12.0,121.18,121.18,1856.74,159.41,154.03,668.5,81.0,50.0,0.002429335,254.0,269.0,234.0,837.0,162.0,17.0,73.0,350.0,60.0,282.0,60.0,107.0,70.0,1382.0,333.0,182.0,151.0,258.0,234.0
5,5,1453450491,Oryx beisa,-3.51462,38.093352,POINT (38.093352 -3.51462),1,2.6312442,158.0,16.0,1645.57,58.62,-0.59,4.65,142.87,96318.0,96318.0,246.0,183.0,12.0,111.47,111.47,2093.56,160.12,134.1,573.5,80.0,49.0,0.008954587,223.0,241.0,201.0,681.0,132.0,8.0,75.0,298.0,32.0,177.0,32.0,112.0,69.0,1579.0,309.0,148.0,161.0,231.0,201.0
6,6,1339197314,Oryx beisa,-3.225529,37.987289,POINT (37.987289 -3.225529),1,4.983817,158.0,16.0,1674.88,67.84,-0.62,4.6,130.88,96588.0,96588.0,246.0,180.0,12.0,112.12,112.12,2212.2,163.72,136.56,574.0,80.0,49.0,0.00860134,223.0,240.0,201.0,632.0,137.0,6.0,81.0,286.0,27.0,162.0,27.0,115.0,70.0,1549.0,312.0,149.0,163.0,231.0,201.0
7,7,1339198685,Oryx beisa,-2.639218,37.199364,POINT (37.199364 -2.639218),1,0.058425527,136.0,37.0,1663.13,66.1,-0.6,4.4,135.84,92412.0,92412.0,238.0,167.0,12.0,112.49,123.62,2133.56,162.19,134.87,544.0,114.0,76.0,0.00046201673,214.0,229.0,192.0,670.0,151.0,4.0,80.0,310.0,17.0,191.0,24.0,120.0,71.0,1438.0,305.0,138.0,167.0,221.0,195.0
8,8,1580490555,Oryx beisa,-2.888176,37.931985,POINT (37.931985 -2.888176),1,3.0497613,127.0,21.0,1692.23,62.0,-0.62,4.55,132.37,97002.0,97002.0,249.0,180.0,12.0,114.94,114.94,2069.35,163.58,153.62,576.5,188.0,73.0,0.041172497,224.0,241.0,202.0,643.0,144.0,3.0,91.0,298.0,16.0,160.0,16.0,117.0,71.0,1508.0,312.0,148.0,164.0,233.0,202.0
9,9,1703232957,Oryx beisa,-3.259538,37.845446,POINT (37.845446 -3.259538),1,0.44844183,158.0,16.0,1663.49,66.07,-0.6,4.65,137.85,95310.0,95310.0,242.0,177.0,12.0,110.66,110.66,2250.74,162.74,135.15,564.5,80.0,49.0,0.006412928,220.0,238.0,198.0,665.0,146.0,8.0,79.0,312.0,30.0,180.0,30.0,115.0,70.0,1570.0,309.0,146.0,163.0,227.0,198.0
10,10,1703232645,Oryx beisa,-3.677661,38.893331,POINT (38.893331 -3.677661),1,2.09519,158.0,16.0,1628.25,61.98,-0.62,4.45,143.33,104958.0,104958.0,264.0,210.0,12.0,122.08,112.66,1877.16,156.96,145.18,635.5,80.0,49.0,0.0051477747,243.0,260.0,223.0,619.0,102.0,16.0,56.0,241.0,57.0,152.0,65.0,99.0,68.0,1473.0,319.0,174.0,145.0,247.0,223.0
11,11,1703232659,Oryx beisa,-3.71511,38.666254,POINT (38.666254 -3.71511),1,2.519564,137.0,30.0,1636.63,59.73,-0.6,4.5,145.93,101574.0,101574.0,258.0,200.0,12.0,122.44,112.49,1955.54,158.55,146.65,611.0,105.0,52.0,0.009547524,235.0,253.0,214.0,659.0,118.0,11.0,66.0,272.0,48.0,166.0,54.0,104.0,68.0,1524.0,315.0,163.0,152.0,240.0,215.0
12,12,891049879,Oryx beisa,-3.4985480000000004,37.873759,POINT (37.873759 -3.498548),1,4.390118,158.0,16.0,1673.38,66.94,-0.61,4.7,133.02,96408.0,96408.0,245.0,180.0,12.0,111.67,111.67,2272.01,163.92,135.51,572.0,80.0,49.0,0.018158428,223.0,241.0,200.0,650.0,141.0,8.0,78.0,308.0,29.0,183.0,29.0,115.0,69.0,1611.0,312.0,147.0,165.0,230.0,200.0
13,13,1913609905,Oryx beisa,0.51051,37.42852,POINT (37.42852 0.51051),1,0.049456295,130.0,40.0,2070.42,71.7,-0.72,2.15,102.8,100800.0,100800.0,305.0,157.0,12.0,160.67,160.67,1200.0,184.45,169.53,610.5,121.0,64.0,0.031608712,233.0,241.0,226.0,586.0,140.0,7.0,91.0,258.0,21.0,221.0,21.0,169.0,88.0,682.0,333.0,141.0,192.0,230.0,226.0
14,14,1913609915,Oryx beisa,0.5856399999999999,37.63462,POINT (37.63462 0.5856399999999999),1,0.0448314,138.0,29.0,2069.55,77.53,-0.78,2.15,82.77,102240.0,102240.0,307.0,162.0,12.0,160.88,169.13,1170.21,184.0,169.66,621.5,37.0,78.0,0.0042095226,237.0,245.0,228.0,465.0,127.0,3.0,100.0,220.0,13.0,172.0,14.0,166.0,87.0,707.0,335.0,146.0,189.0,234.0,230.0
